,channel_1,channel_2,theta,alpha,beta,gamma
247,P8-1,T7-0,0.07188176697543319,0.012862651809181402,0.0638596000830787,0.058663262742432276
248,P8-1,P7-0,0.06368599360153428,0.11494344589793808,0.1365145350994789,0.06132343270219949
249,P8-1,C4-0,0.13497876842461634,0.0624827359419012,0.061309479675008174,0.07886488557357589
250,P8-1,T8-0,0.12080055605358613,0.0764672265053247,0.07629983755628686,0.13716389922734476
251,P8-1,P8-0,0.0573519845847398,0.02126440475140696,0.057764639824174735,0.059223902451979164
252,C3-1,C3-0,0.05605306854687462,0.04684762669495417,0.11096409793110892,0.19553625998661725
253,C3-1,T7-0,0.11844783721546875,0.020661057043500297,0.11873281703342188,0.1665503934325091
254,C3-1,P7-0,0.20056394748779172,0.106004202826892,0.08927780592678948,0.10273605614868124
255,C3-1,C4-0,0.09478575582852773,0.19602315983279034,0.12209133890888428,0.07449514468948179
256,C3-1,T8-0,0.19640558186906346,0.027162222001166855,0.051231642508164935,0.1299631227806632
257,C3-1,P8-0,0.1713347818303411,0.02612116037191761,0.06920974857627113,0.07298906108085478
258,T7-1,C3-0,0.07835783431176135,0.16245478258671947,0.11240378128411058,0.11869869498799335
259,T7-1,T7-0,0.071604974724386,0.10908105905109307,0.17020745383207025,0.1130609739350527
260,T7-1,P7-0,0.15815497305681464,0.1871311246070457,0.048611243867836884,0.0677893849822468
261,T7-1,C4-0,0.06381517294774372,0.08628212278329253,0.07079791308757764,0.07179815931289275
262,T7-1,T8-0,0.08947905893106904,0.1187709888641707,0.0522141631237508,0.0928868092988937
263,T7-1,P8-0,0.054509070829804336,0.07669673990171655,0.05045984830996103,0.10150615192926266
264,P7-1,C3-0,0.07596241553538581,0.07808003857277754,0.09305204803650632,0.11020893168222444
265,P7-1,T7-0,0.06011847438884833,0.07515394514271412,0.1750966010598133,0.10226690424449006
266,P7-1,P7-0,0.10688250059525538,0.10056557535298977,0.15156451344154434,0.15618583948539716
267,P7-1,C4-0,0.08823420951218447,0.059342361961781324,0.05007431624143114,0.05008481211651635
268,P7-1,T8-0,0.09256053932956014,0.225543617535634,0.07869957828007235,0.14668429567833255
269,P7-1,P8-0,0.14218033481266001,0.0904629041706868,0.13155509472448934,0.1688614124565349
270,C4-1,C3-0,0.07811703652707717,0.198570872667008,0.053800048515341765,0.06875022304188158
271,C4-1,T7-0,0.09983913800419948,0.16542957038683803,0.0754268348293673,0.08566013030730016
272,C4-1,P7-0,0.03223835494401786,0.09549351290859263,0.02278954872801417,0.18369201346035155
273,C4-1,C4-0,0.12020761083838967,0.14828320237888287,0.1599063417037909,0.17173448276726525
274,C4-1,T8-0,0.17137554869082872,0.048504140339885364,0.05129696777187572,0.09270557962607
275,C4-1,P8-0,0.010450968649789172,0.031010301916741537,0.05832617116490446,0.23144887395580616
276,T8-1,C3-0,0.05558784117595991,0.04271250260089682,0.08392292064315202,0.11848886218198955
277,T8-1,T7-0,0.0827001673945396,0.030492920241078632,0.042269778095530064,0.08252699266135011
278,T8-1,P7-0,0.04933570941010985,0.12691745237237514,0.25344714281941394,0.04657403933666845
279,T8-1,C4-0,0.03689579793539273,0.11837223610243093,0.13886312185647512,0.1126913235269432
280,T8-1,T8-0,0.11288010183135372,0.06298123931625378,0.16641927538356446,0.13215072965601254
281,T8-1,P8-0,0.061341547564545636,0.05316088938901285,0.11336875027948724,0.11813029694644163
282,P8-1,C3-0,0.07173327362848321,0.10028180788892252,0.07056638541923052,0.0724331296605672
283,P8-1,T7-0,0.07842619309671124,0.04443988367662159,0.055953522509206766,0.20214614098882253
284,P8-1,P7-0,0.1055100824224041,0.04326794865144321,0.18660228361155898,0.13009624704065156
285,P8-1,C4-0,0.12177090225059302,0.10740183115475836,0.10028853014833412,0.12612860911991391
286,P8-1,T8-0,0.09455199611300193,0.057641312995712825,0.13300913875747092,0.2375536423382375
287,P8-1,P8-0,0.12370202324241107,0.035313499836024484,0.1239061505936367,0.17750027865844512
