,channel_1,channel_2,theta,alpha,beta,gamma
69,P8-1,C4-0,0.056070808033972436,0.2736122733763515,0.13008129984747932,0.06797588315381219
70,P8-1,T8-0,0.08012716392942,0.3431238651302242,0.06550789416602316,0.07464137642914866
71,P8-1,P8-0,0.04308101660964305,0.17037506342748876,0.12225020277181314,0.14408983245100235
72,C3-1,C3-0,0.13282410620310514,0.06837039844109709,0.04455467835878312,0.1307876922340741
73,C3-1,T7-0,0.08322369383187372,0.038754378013835536,0.11233694675937413,0.0870096205300256
74,C3-1,P7-0,0.06723023964394141,0.03690961631777678,0.05829156174643973,0.11082492346456052
75,C3-1,C4-0,0.08551119223676802,0.04076900517556766,0.1266063654551271,0.08317237843239274
76,C3-1,T8-0,0.1561481386181974,0.12295313919138405,0.1725521718230672,0.1929066020688068
77,C3-1,P8-0,0.14299326146852906,0.09545524815191048,0.13570931275004378,0.06897323772571504
78,T7-1,C3-0,0.11983375335970076,0.17767959698159486,0.061415014072211976,0.12716119968976036
79,T7-1,T7-0,0.06900254791638183,0.04731112661314235,0.17438003014938133,0.18093070203748365
80,T7-1,P7-0,0.0389510839216636,0.06210799684328841,0.2421562110298328,0.05790581685862144
81,T7-1,C4-0,0.06542907386016734,0.0607260893601021,0.05191428620777204,0.1389018265446735
82,T7-1,T8-0,0.10053631503442743,0.2105890195915368,0.4151512320000941,0.08561788706768195
83,T7-1,P8-0,0.058285178936002234,0.14039807681992628,0.3013440693017195,0.0416457170264275
84,P7-1,C3-0,0.06226208701551662,0.051910261545596234,0.05572078219815934,0.06796943157365096
85,P7-1,T7-0,0.1040034890867992,0.035007144623301845,0.14795340026007325,0.11750530044989865
86,P7-1,P7-0,0.07941521037241413,0.04920050837407386,0.07496247454826784,0.08322339968789158
87,P7-1,C4-0,0.05465482103170597,0.06415861222880062,0.08159312408087079,0.2031234140872547
88,P7-1,T8-0,0.08356749542130283,0.11181488036226628,0.261841163025131,0.04314975975506172
89,P7-1,P8-0,0.0818256996018395,0.07597824788830748,0.11083538147422747,0.08242675904839789
90,C4-1,C3-0,0.05141666969788889,0.19112346611656614,0.055232202817578166,0.06582546882283154
91,C4-1,T7-0,0.055824868430106166,0.3568558579364019,0.15621459768825832,0.15770722753367253
92,C4-1,P7-0,0.014666763485283868,0.2006909634259178,0.1904089666698668,0.11180419520912373
93,C4-1,C4-0,0.11791888892523665,0.09209666179783713,0.11856734441534746,0.07190909109476631
94,C4-1,T8-0,0.1091279221468816,0.06278960099084566,0.080386506586742,0.10264624757305664
95,C4-1,P8-0,0.06773213857488951,0.07657232233075323,0.1414387475683294,0.05432542013496508
96,T8-1,C3-0,0.10473593685941686,0.041022167190930985,0.14346615128950216,0.1085816449083936
97,T8-1,T7-0,0.1311371257514843,0.2624571639658457,0.14661776284653746,0.09764429593788516
98,T8-1,P7-0,0.03116021266666035,0.13809419982592674,0.06409272751863371,0.08874590918677717
99,T8-1,C4-0,0.1730697174150092,0.12071588576759125,0.07736196956331566,0.16904830808468574
100,T8-1,T8-0,0.05333349299869214,0.11258662271832556,0.08829741152640065,0.07021742180268152
101,T8-1,P8-0,0.03515570329049809,0.0568115687372403,0.06824405314832567,0.054303034310488496
102,P8-1,C3-0,0.03462015313639572,0.13838860771233727,0.11317521924058672,0.15090810495253246
103,P8-1,T7-0,0.12315790702926273,0.26056221974223004,0.1279478478227798,0.06895623981912685
104,P8-1,P7-0,0.08497707028365871,0.15605654713753395,0.06540286112354389,0.019177164205018585
105,P8-1,C4-0,0.133451465954695,0.12115344639008832,0.12333479314275032,0.06964565945339604
106,P8-1,T8-0,0.060358813580490826,0.06266425308245901,0.06054465412569347,0.1322948683991515
107,P8-1,P8-0,0.05363554112666352,0.030397472943007414,0.1447681357307807,0.11711955526943417
108,C3-1,C3-0,0.10547552847562884,0.06494982397882196,0.1359220504609537,0.06981944848896185
109,C3-1,T7-0,0.07982065188292721,0.024703560293116662,0.056004665337065836,0.14837382994880774
110,C3-1,P7-0,0.08673037322961978,0.1886621960346284,0.043270338470662285,0.0890176455425068
111,C3-1,C4-0,0.05416159386262049,0.058122691783292435,0.10092477265588286,0.17896764383954078
112,C3-1,T8-0,0.07083336383492105,0.03757072504961684,0.0517875387905525,0.05030801586278842
113,C3-1,P8-0,0.14712988670820726,0.1426190712048498,0.08715258096279098,0.0906887086640878
114,T7-1,C3-0,0.13252351588812802,0.15164503615799685,0.1063726540274451,0.05389004994384156
115,T7-1,T7-0,0.04942347091299448,0.11139279727777887,0.058538105844464686,0.1017843671468924
116,T7-1,P7-0,0.10721269057694624,0.13734395102447136,0.15702874194126554,0.1091512907125122
117,T7-1,C4-0,0.04330703984941855,0.07059020003086874,0.12406145302597126,0.12391693907155255
118,T7-1,T8-0,0.1254015453478502,0.03508086259982222,0.04292800532912596,0.12836128873757055
119,T7-1,P8-0,0.19950619860199312,0.10877480883780627,0.06989146970350132,0.1340188011410394
120,P7-1,C3-0,0.1003788198717791,0.06989913507640191,0.06369990201212862,0.034952070952607085
121,P7-1,T7-0,0.09108623320586666,0.03973078776073481,0.08034944012556376,0.0886819048995435
122,P7-1,P7-0,0.1904201195981701,0.16477531105839804,0.0813280878356735,0.13047987034936415
123,P7-1,C4-0,0.05078771953421693,0.08922383566891735,0.08255930507097782,0.1323423651340087
124,P7-1,T8-0,0.2385928955822205,0.044911800199995994,0.051744166163589504,0.0876868032183777
125,P7-1,P8-0,0.30870767777475644,0.22365346891144072,0.21286620012931606,0.07948684782932129
126,C4-1,C3-0,0.08261475075041648,0.1403833296142583,0.045786953697517965,0.10464956667702964
127,C4-1,T7-0,0.11399189748914107,0.1418994574450763,0.09768580798346088,0.1407267201636841
128,C4-1,P7-0,0.08050706237891833,0.05272900402987599,0.11376143717557732,0.03172974061836518
129,C4-1,C4-0,0.09091653596123944,0.13463989146388014,0.17564184367367508,0.12025892336480375
130,C4-1,T8-0,0.1234401819628146,0.03712212537665386,0.3232739397742875,0.16020448858628591
131,C4-1,P8-0,0.13884647109001325,0.07382605993860418,0.12974767433882226,0.1354885563400637
132,T8-1,C3-0,0.06881075302550856,0.038945746862682734,0.06934966768009207,0.08386819768632059
133,T8-1,T7-0,0.07927397095612852,0.09247800376696204,0.11362153149975188,0.22337679024336535
134,T8-1,P7-0,0.055900199375070514,0.06319740640135779,0.09460831849190847,0.11860359475035613
135,T8-1,C4-0,0.1363951945019782,0.08986438859237092,0.14479285076408846,0.2216027965673808
136,T8-1,T8-0,0.18548543334112733,0.044050079606095284,0.2738242268047289,0.1585380204232934
137,T8-1,P8-0,0.1532419503159347,0.07737779253955343,0.05689951403121087,0.09772895960335908
138,P8-1,C3-0,0.072997576873107,0.08243175809231826,0.056953650614359586,0.07959439123541545
139,P8-1,T7-0,0.12739247300075127,0.02317145564455354,0.1028530621791716,0.09494544502537172
140,P8-1,P7-0,0.10891541976828373,0.11145219242549786,0.2953691570457906,0.04513253126392621
141,P8-1,C4-0,0.09633239832888472,0.07355969612812517,0.05573977929806635,0.11178439864170857
142,P8-1,T8-0,0.1818256183458204,0.05336060892564012,0.28260368480286485,0.16489562989200926
143,P8-1,P8-0,0.17415309137631038,0.09355751520878773,0.1843589993948154,0.03335731402625125
144,C3-1,C3-0,0.0936450662726186,0.055403300939901534,0.06503873683083948,0.18408810458424912
145,C3-1,T7-0,0.17508919614918309,0.031552477262810144,0.1988484763712671,0.24469424494090344
146,C3-1,P7-0,0.10914604248460796,0.060155053511467625,0.12058088744964933,0.19499965388201132
147,C3-1,C4-0,0.20581832946893616,0.08871382655419748,0.257934715091558,0.07680510759950451
148,C3-1,T8-0,0.12914203199143756,0.054517922348737965,0.09653006058413192,0.2484657393374152
149,C3-1,P8-0,0.033828737541723324,0.038963762089424855,0.08433405818053773,0.13774944430337874
150,T7-1,C3-0,0.05018264889586442,0.03832986528799506,0.038650095260498216,0.060134009607312786
151,T7-1,T7-0,0.19104249455439104,0.07764642298338052,0.07830718185679598,0.0420364044861367
152,T7-1,P7-0,0.21171707550209565,0.08640388015717491,0.10382603446785196,0.08148836361329354
153,T7-1,C4-0,0.21750653824586094,0.04502552417251327,0.1578904489117818,0.073259632424524
154,T7-1,T8-0,0.19384435643880008,0.06820984211283787,0.0518508997277088,0.05442376788838775
155,T7-1,P8-0,0.11755393597752875,0.1762975869897391,0.2900508356740178,0.1479223979292053
156,P7-1,C3-0,0.06245783260886392,0.013313080503882569,0.05907006281477984,0.07637457688813988
157,P7-1,T7-0,0.1173456090301988,0.06417265438295501,0.06967744709335137,0.10742295543317826
158,P7-1,P7-0,0.08917866224788197,0.10730502151441493,0.15030828332150142,0.07874428234056267
159,P7-1,C4-0,0.14680744770321102,0.07679086603846118,0.09460377483468234,0.17677791465537984
160,P7-1,T8-0,0.0499947896583361,0.0619388703978664,0.08811016612891312,0.058594097912024364
161,P7-1,P8-0,0.050544890274971235,0.1941576204892153,0.2602734032612509,0.1822402949923633
162,C4-1,C3-0,0.07024938876011129,0.10048674778377913,0.15424640049470842,0.030218547218327545
163,C4-1,T7-0,0.05606636393439705,0.03520644030956504,0.05232329420829079,0.3144771360526777
164,C4-1,P7-0,0.09865776535785284,0.13347038534998146,0.1983306614802656,0.14150975575621202
165,C4-1,C4-0,0.1396139157967996,0.04272591852630327,0.07548176498244143,0.06316290813573737
166,C4-1,T8-0,0.09533320240085463,0.10322237181799186,0.08737809355056267,0.16618985983471735
167,C4-1,P8-0,0.010967064851599408,0.14548586112301812,0.16461458336026452,0.06277164260152375
168,T8-1,C3-0,0.12597861519873624,0.05631425340498718,0.12580777005688834,0.12884381900419856
169,T8-1,T7-0,0.17438549881455315,0.032605492928823025,0.036581116459578115,0.10228337476300266
170,T8-1,P7-0,0.20042028258821531,0.122188407488655,0.12968335746367193,0.10406024311542432
171,T8-1,C4-0,0.038885508981924485,0.07475971966395928,0.08800927687557555,0.14575749537836236
172,T8-1,T8-0,0.07544359792939094,0.11028917742618702,0.1520955910802734,0.08773725377487655
173,T8-1,P8-0,0.11004708543624253,0.1531121839035138,0.11569683865325076,0.1118689533950062
174,P8-1,C3-0,0.058618353066992285,0.03166827852859564,0.07710286298343147,0.05927923142131851
175,P8-1,T7-0,0.08501153606037981,0.017919475674868252,0.0663180978696094,0.2281323532081387
176,P8-1,P7-0,0.09783158929416502,0.061469092917666016,0.19122682040583688,0.07147574931224804
177,P8-1,C4-0,0.09802373132025324,0.07187803348347291,0.03376398307644361,0.11676656700894747
178,P8-1,T8-0,0.07898555991553903,0.12090444850036815,0.12575824354774556,0.17472922040229394
179,P8-1,P8-0,0.07547214389216594,0.08196163955158436,0.22309648174647573,0.10128752660524908
180,C3-1,C3-0,0.26578472551107724,0.1969331251795644,0.26689017143723937,0.05639105463475798
181,C3-1,T7-0,0.11229405422198993,0.2169703828622743,0.20794419437894596,0.11751149965948138
182,C3-1,P7-0,0.3370298365983487,0.2503734614645593,0.15109064646126566,0.15147796286119256
183,C3-1,C4-0,0.2294097769828221,0.14329150840414456,0.07215231181234394,0.1688225941917751
184,C3-1,T8-0,0.13728682308019946,0.08535406428519103,0.17557407549259058,0.12674976669978813
185,C3-1,P8-0,0.09734295948242344,0.1485279881935711,0.07476096464887759,0.13292936013182807
186,T7-1,C3-0,0.20471881192787308,0.0918403872634324,0.17389858398948896,0.19643334025527465
187,T7-1,T7-0,0.14388893699251834,0.14092424816203633,0.17175025342889996,0.09387655787818354
188,T7-1,P7-0,0.2671419964363957,0.1600385386208845,0.15137122531436814,0.0966127889340293
189,T7-1,C4-0,0.3262900666729553,0.1907536158473888,0.08800304629714563,0.1185968554046896
190,T7-1,T8-0,0.11511280698332806,0.059305279648813,0.14974149124560562,0.1176990488501996
191,T7-1,P8-0,0.0901177342612456,0.15031647000703788,0.03661046011314743,0.1233350666920841
192,P7-1,C3-0,0.10024477670737286,0.09395890096111104,0.16290339867863834,0.16603472252111115
193,P7-1,T7-0,0.08279464675823882,0.1334177894399506,0.23149811866478825,0.1872787327812933
194,P7-1,P7-0,0.13177985387390004,0.12763901118315762,0.16624091389948978,0.187784714311357
195,P7-1,C4-0,0.3009857791170777,0.2472154041837859,0.11928293981796168,0.11532456942194172
196,P7-1,T8-0,0.11609973618332238,0.08499712398913599,0.26107047515879944,0.07621881077328213
197,P7-1,P8-0,0.11798106335824515,0.1991672819076353,0.07612714438594155,0.13311623086030336
198,C4-1,C3-0,0.0533652919547628,0.1498456499279915,0.19015445590915256,0.1493615184421839
199,C4-1,T7-0,0.11201322846961333,0.09583780570795247,0.07986783268699413,0.3198327576385069
200,C4-1,P7-0,0.15298252781655095,0.12983876968870356,0.1051040574651149,0.19149214909050047
201,C4-1,C4-0,0.2931151877959701,0.1935291407689232,0.08345487509416064,0.2492387101783065
202,C4-1,T8-0,0.1366297848607055,0.09173269197649296,0.21902993168732188,0.15915177457733296
203,C4-1,P8-0,0.16882638761910482,0.2330843604500641,0.2042558435093237,0.14708570729352408
204,T8-1,C3-0,0.09924231211761136,0.09701274033198816,0.30737032848009554,0.1611319706247899
205,T8-1,T7-0,0.07349536147561431,0.08526642413228115,0.11818892226161927,0.27174659500967785
206,T8-1,P7-0,0.2753263823001165,0.16110457902399827,0.0925743976626764,0.13695374373109506
207,T8-1,C4-0,0.4138991183194056,0.20084815377198087,0.09750035457399282,0.34271216719090264
208,T8-1,T8-0,0.1223534514089346,0.1358289337230954,0.2264553002378933,0.3282187373362597
209,T8-1,P8-0,0.09530665635424423,0.1743071436791902,0.1265522133249021,0.14101771712385208
210,P8-1,C3-0,0.07537804207910785,0.15825107242293562,0.23297286360046424,0.16477111344824727
211,P8-1,T7-0,0.11596246643653507,0.06764226928609073,0.1965571809436404,0.22821410004048795
212,P8-1,P7-0,0.08347871530055789,0.09700420300410184,0.098916620527404,0.22848522775182226
213,P8-1,C4-0,0.4957006092981219,0.23258772592930024,0.07982549018269894,0.26202794696321097
214,P8-1,T8-0,0.10693377858761248,0.12311565987559915,0.2339296719370504,0.24416735240654644
215,P8-1,P8-0,0.13313712466808875,0.2454342071621408,0.0942501523803033,0.2223922438712524
216,C3-1,C3-0,0.09684959019342916,0.17027656205858505,0.10206645952300186,0.08511499267236562
217,C3-1,T7-0,0.06059316225869961,0.12626022587689495,0.11795699596991893,0.15296264582116267
218,C3-1,P7-0,0.07584064983650793,0.2530034418531294,0.12374757221787035,0.15697114238855947
219,C3-1,C4-0,0.04187409991426009,0.03709357760319183,0.11285025465137773,0.1809684630812208
220,C3-1,T8-0,0.04524468883041642,0.02640460050555548,0.07510443592525727,0.0828696911332906
221,C3-1,P8-0,0.13244541473674226,0.23092586368478926,0.1191887243353205,0.2486551742100998
222,T7-1,C3-0,0.09266769801777336,0.22214016020714852,0.10169577088116327,0.05576767255015564
223,T7-1,T7-0,0.10903896638140373,0.06342136820854978,0.21897987921244869,0.12627415918208582
224,T7-1,P7-0,0.12927764845637374,0.15749905215162802,0.12714361247947,0.08459590371183483
225,T7-1,C4-0,0.012665489243047385,0.06860198317532111,0.13525617541403148,0.18991584586361665
226,T7-1,T8-0,0.0771164116968066,0.03120792198689499,0.09425824319237756,0.21852990402249714
227,T7-1,P8-0,0.12652036080544182,0.1697522702971401,0.09344470412806613,0.08065144755536319
228,P7-1,C3-0,0.07420003981249727,0.2278650274235341,0.08801075224745299,0.1443414524533733
229,P7-1,T7-0,0.1075612314432436,0.07612903199212462,0.09808600122674024,0.15498809251618595
230,P7-1,P7-0,0.14115201384333453,0.2276361781345637,0.0790702856010146,0.13029640465582282
231,P7-1,C4-0,0.04452174143491435,0.04604359510490268,0.12248571170091024,0.14363975694999678
232,P7-1,T8-0,0.07996776858189499,0.08966613497009025,0.08161973405526156,0.06313084667506133
233,P7-1,P8-0,0.08608199216845984,0.12192942849952812,0.08326794393383112,0.2307420394443696
234,C4-1,C3-0,0.0453603235172167,0.15832038441211926,0.1043713028081246,0.1498302138913597
235,C4-1,T7-0,0.06694964394994027,0.2788469928320537,0.08854594994484206,0.07318538746788475
236,C4-1,P7-0,0.07276697552801971,0.3370847309222373,0.14362326454774135,0.06802137498924593
237,C4-1,C4-0,0.20013495631404365,0.20426336990743985,0.08768536678853442,0.14050047304130664
238,C4-1,T8-0,0.05447436067529818,0.21751664706143406,0.05680186843120385,0.0957382691706842
239,C4-1,P8-0,0.07569476222307152,0.23831603925823916,0.04496190953674739,0.09523539851584703
240,T8-1,C3-0,0.04731021167623476,0.257697869848587,0.10148558960580402,0.11556554739937605
241,T8-1,T7-0,0.04564314111395607,0.13175442440541493,0.1262358727285154,0.05051100212675864
242,T8-1,P7-0,0.06765373423746948,0.22275931306000749,0.16514247479228264,0.10916593340691312
243,T8-1,C4-0,0.13585253212695605,0.22466903077899295,0.06217525672922609,0.1188843301725536
244,T8-1,T8-0,0.04575323688885924,0.1960278494989357,0.06144244608703636,0.10260419377116027
245,T8-1,P8-0,0.06798002954022715,0.20302407857681165,0.10873957724324926,0.15823205134443288
246,P8-1,C3-0,0.05783390636556138,0.3203522323385953,0.12087239548877801,0.18218283520970488
247,P8-1,T7-0,0.15282839317433314,0.2125465080659928,0.08983658225756193,0.13442168293016604
248,P8-1,P7-0,0.18219749915721328,0.34377081073307586,0.16363791829138127,0.10270165915124917
249,P8-1,C4-0,0.2003856888738436,0.2521758804295456,0.054336350182408615,0.1193865128217084
250,P8-1,T8-0,0.09304315295425268,0.1889406365493424,0.10869026326203224,0.14017799643353887
251,P8-1,P8-0,0.11072397017965424,0.24709702326244776,0.07613953565215745,0.11670646343738797
252,C3-1,C3-0,0.11578009449385605,0.16148666200647402,0.15731561636050592,0.09231750433710087
253,C3-1,T7-0,0.06718710745321327,0.2260556989182015,0.1916696844831764,0.129518652706434
254,C3-1,P7-0,0.035682640008514795,0.09860009187691443,0.13072143052459118,0.07039460328533463
255,C3-1,C4-0,0.10838321869319502,0.029483593639959838,0.1164127583256644,0.16907590375943027
256,C3-1,T8-0,0.10117307433005072,0.15878815242327493,0.1148550073794062,0.0903497186103423
257,C3-1,P8-0,0.04487499845963084,0.2597738089487528,0.10035041271264332,0.08248120194401644
258,T7-1,C3-0,0.08643874692814753,0.05418882484800449,0.05899571917938819,0.07957059408105327
259,T7-1,T7-0,0.052777660937931785,0.08037506510605905,0.13115058736591045,0.123903605284039
260,T7-1,P7-0,0.04229950850253497,0.0821812082839401,0.09794617112322412,0.08177505799585298
261,T7-1,C4-0,0.23134757333209546,0.0651943131765644,0.1323288760665531,0.1795492607018715
262,T7-1,T8-0,0.08445046501167383,0.0882240039559317,0.04694729714576102,0.08517695347872949
263,T7-1,P8-0,0.06720191186364959,0.18715889556650944,0.06893987215283262,0.09642810073615107
264,P7-1,C3-0,0.0324714633935687,0.134496234372694,0.18698919845210207,0.11681195229015162
265,P7-1,T7-0,0.04816284404794574,0.18001172829444664,0.1439085797115622,0.31025800444738005
266,P7-1,P7-0,0.013273238734392586,0.10689644236978876,0.1642818534200412,0.13077390533058758
267,P7-1,C4-0,0.12091097661211968,0.033469971590018466,0.10637774018313582,0.17920658781556334
268,P7-1,T8-0,0.109127235661808,0.12116618082002395,0.07293693890442507,0.037763487836806636
269,P7-1,P8-0,0.033897036582644265,0.12723824498554748,0.11744051082714466,0.17477893833520014
270,C4-1,C3-0,0.13299965474769004,0.010647208126664255,0.0971636688169085,0.269889868017311
271,C4-1,T7-0,0.0699349773278919,0.12508599406769833,0.10869166674660846,0.10002411529730093
272,C4-1,P7-0,0.08468148368056334,0.08911821926022513,0.10271664994410563,0.027111180509026573
273,C4-1,C4-0,0.13375568266226615,0.13791730671371802,0.06324791868954298,0.16093161199702746
274,C4-1,T8-0,0.0627171914277158,0.05340319275493848,0.09782253254967234,0.05814603924823933
275,C4-1,P8-0,0.055223524046228684,0.030124548243092845,0.11586629545906565,0.13002787335497418
276,T8-1,C3-0,0.054673780295933866,0.08758143599447175,0.0578032506162731,0.1881165187135745
277,T8-1,T7-0,0.07613630662976882,0.10510427431194892,0.15620102044858272,0.09986192302933396
278,T8-1,P7-0,0.08645578278264986,0.10239748477121838,0.14874605888591666,0.15881087165966548
279,T8-1,C4-0,0.14711675795747267,0.06853076637639763,0.10336896206340586,0.16530044429871155
280,T8-1,T8-0,0.09674865742430172,0.039277684829913714,0.17211407711422932,0.1830202993100004
281,T8-1,P8-0,0.07063019105605389,0.04811274405222159,0.06213106692795833,0.12019805834714813
282,P8-1,C3-0,0.042737893334277466,0.04069228654854303,0.09889593031065064,0.2301756813509629
283,P8-1,T7-0,0.06419721939885224,0.09806993070754766,0.09925484318863567,0.20217944041777103
284,P8-1,P7-0,0.054154271351036655,0.04090653017277328,0.13163173152365815,0.07448481259219948
285,P8-1,C4-0,0.12796449415852265,0.13877798449262124,0.07486574810809042,0.0741567792157463
286,P8-1,T8-0,0.11644735298904475,0.052370665418122346,0.10816724120246793,0.0810727909044515
287,P8-1,P8-0,0.05865517248228929,0.03259033095334736,0.04280756304119635,0.06669596158618445
288,C3-1,C3-0,0.1767983974793197,0.1180784193136857,0.12632633950909386,0.045666377586349394
289,C3-1,T7-0,0.1942620778987113,0.04940643133076253,0.04396630820962878,0.08794499981398098
