,channel_1,channel_2,theta,alpha,beta,gamma
105,P8-1,C4-0,0.032598897434736665,0.022702163064071443,0.05583377755968698,0.04073770406071785
106,P8-1,T8-0,0.05077404468126488,0.0997772684417388,0.06974731381088367,0.07500410702926072
107,P8-1,P8-0,0.11184164947143377,0.1245244150237003,0.05068753019052077,0.0862844709896943
108,C3-1,C3-0,0.1809493126816585,0.08568485653263286,0.3925048137952956,0.05083195990335501
109,C3-1,T7-0,0.13223160816465604,0.042301672206589216,0.2851583166567825,0.07776189645967417
110,C3-1,P7-0,0.05986418053566438,0.09459550447920037,0.13882780813250986,0.06690410086387891
111,C3-1,C4-0,0.10904599874324733,0.11638447057223812,0.2537914224952098,0.07171778020378415
112,C3-1,T8-0,0.16337318236789586,0.041247547011650496,0.2740091838018765,0.16407883776342871
113,C3-1,P8-0,0.057635104485266174,0.0763062891270936,0.2282340620112908,0.07804937148818758
114,T7-1,C3-0,0.16457521664816974,0.13047694648213418,0.09061264275814247,0.11145183398414496
115,T7-1,T7-0,0.03863375762091422,0.052421382159578235,0.09910092396486178,0.0950280688369106
116,T7-1,P7-0,0.03819159605963839,0.0765101688965227,0.05400388565697345,0.03684362281881748
117,T7-1,C4-0,0.07563492720744543,0.04684597878809623,0.033549340418424244,0.02526481737131353
118,T7-1,T8-0,0.1101401312422472,0.06507148885674931,0.038002594725093514,0.14715099706934065
119,T7-1,P8-0,0.05269757906604505,0.06381821897768067,0.11333450236033965,0.0783033602433371
120,P7-1,C3-0,0.2097554877550844,0.20409687887989125,0.16485633040194464,0.09463380511755748
121,P7-1,T7-0,0.020742704415222257,0.09818184022350383,0.0912554587905258,0.13169417260002367
122,P7-1,P7-0,0.04720104363292274,0.13182334784636046,0.1662323055761579,0.16017442344584593
123,P7-1,C4-0,0.06439173743249522,0.08583775159132058,0.0690494926566861,0.050128909725091764
124,P7-1,T8-0,0.025588004743180067,0.08909239559929423,0.05732227503280074,0.050258477745540674
125,P7-1,P8-0,0.061175513442010214,0.0992574874387462,0.06827032942458325,0.05462986250764357
126,C4-1,C3-0,0.07979302246106616,0.032670240983602716,0.23644945009496285,0.16738834598617228
127,C4-1,T7-0,0.21882631720726345,0.08872568931278434,0.0932760952943422,0.06250647732708886
128,C4-1,P7-0,0.1059622036200555,0.0915318361476476,0.17060162832707496,0.0903745305109667
129,C4-1,C4-0,0.0829077779678199,0.09240375149414876,0.09712468512306456,0.10837791181934102
130,C4-1,T8-0,0.1079005309501992,0.1101676688194688,0.046819834134238764,0.0377774311457292
131,C4-1,P8-0,0.06066912671348916,0.08018288762709394,0.11645813006541547,0.11713389448061523
132,T8-1,C3-0,0.0545657019956732,0.12685305333923325,0.029612609040954512,0.19209823995534533
133,T8-1,T7-0,0.16181090166271175,0.2094877764404305,0.08064115852425646,0.07962099648880988
134,T8-1,P7-0,0.14475903263565484,0.18223446762706533,0.11263709524642918,0.17372219024310095
135,T8-1,C4-0,0.11915002857416428,0.0596842928723761,0.1109943737374135,0.11237677603766263
136,T8-1,T8-0,0.13947642214385433,0.06121676420977324,0.032059206682546595,0.12832190122439774
137,T8-1,P8-0,0.1087492305205977,0.06745819092408377,0.03669031255357611,0.051937426356439886
138,P8-1,C3-0,0.04505882028970595,0.07563553474312558,0.1037561917460013,0.03929228283124801
139,P8-1,T7-0,0.2484367166485059,0.18592618560726196,0.0615769764081452,0.10274706779908303
140,P8-1,P7-0,0.1827531803075398,0.14560675629291622,0.027074024088132486,0.043261562555918336
141,P8-1,C4-0,0.1442223720904949,0.05631632074389638,0.05179020131646505,0.04580398662438765
142,P8-1,T8-0,0.13560239520056672,0.11870882736370855,0.040383072438254015,0.07921623149274064
143,P8-1,P8-0,0.0783822004433259,0.08295743020184261,0.08061647739255794,0.06009353289500849
144,C3-1,C3-0,0.051920026324953086,0.05936703500503801,0.06989600909774726,0.12447387393869415
145,C3-1,T7-0,0.07958391572105092,0.05745470342337286,0.11203903756336163,0.11369182251736595
146,C3-1,P7-0,0.07265703904205613,0.04045939507620872,0.1207940041585628,0.0792040583167972
147,C3-1,C4-0,0.06480541583681758,0.0852927582097933,0.1177767784692916,0.10833179255837354
148,C3-1,T8-0,0.06840036982707888,0.06117773846798555,0.060838345211597186,0.11581687215334213
149,C3-1,P8-0,0.08469953439525242,0.032442888719258836,0.0968197556618016,0.17929906795310047
150,T7-1,C3-0,0.09608790423008194,0.06475576921948234,0.05334704660725832,0.08017427711059598
151,T7-1,T7-0,0.017835970517653427,0.04869143927728994,0.06726300513419227,0.07578749557536821
152,T7-1,P7-0,0.12668433032371249,0.08997391897005316,0.10432324308885024,0.11757307655540596
153,T7-1,C4-0,0.09163726567939136,0.07355441733916533,0.08155228891380176,0.07947052975477611
154,T7-1,T8-0,0.14457662602123678,0.05203848206369226,0.046447214510872886,0.05887902569507762
155,T7-1,P8-0,0.0875350977528872,0.04177260282700389,0.0506659757693127,0.1148038383269784
156,P7-1,C3-0,0.09145933676497137,0.04516981342857574,0.06926919053449833,0.08123041789330132
157,P7-1,T7-0,0.08818619232974023,0.08046361624592921,0.08365600954802181,0.03208145624195111
158,P7-1,P7-0,0.1441749488508661,0.038113734908635816,0.07191280583666985,0.0659914032721867
159,P7-1,C4-0,0.08687330536909521,0.05661890532845275,0.10977120771218593,0.0454177749846072
160,P7-1,T8-0,0.21087705811072235,0.03974258591756676,0.034437158264968244,0.08136155311276089
161,P7-1,P8-0,0.12279637769390685,0.03877351206815634,0.04917696875082248,0.04049978704186588
162,C4-1,C3-0,0.042104555495334206,0.17937324973383562,0.05243553161142018,0.06686719940801833
163,C4-1,T7-0,0.08081849285748399,0.19482684651866689,0.03193564254041397,0.029479683215702487
164,C4-1,P7-0,0.043427424753168,0.21151025973640314,0.07026834870667517,0.06090810139022247
165,C4-1,C4-0,0.035839102883236724,0.07966193478007487,0.14931294625391736,0.09692443968075667
166,C4-1,T8-0,0.02865075040012635,0.09977160101487116,0.04515700850935524,0.07775244557349661
167,C4-1,P8-0,0.051082448985057885,0.05606030179571887,0.10193871127299732,0.07023049437286953
168,T8-1,C3-0,0.03940106436403257,0.1118390283061053,0.07660038148484608,0.043564154472269016
169,T8-1,T7-0,0.02598586818939611,0.09190059894435564,0.08310236507527564,0.14556590007480955
170,T8-1,P7-0,0.01968090836268209,0.12488631893568032,0.04660800937371417,0.1410395136211178
171,T8-1,C4-0,0.03518473580245236,0.11364033852967442,0.03706679256961541,0.14464725675155213
172,T8-1,T8-0,0.08551817009376095,0.07789706941212765,0.044114266627626436,0.06925239310117612
173,T8-1,P8-0,0.021259575521864468,0.046630294618621934,0.05526803060197306,0.09730209927375354
174,P8-1,C3-0,0.027894248489173046,0.07633081208236786,0.03293332347618664,0.05491395569646439
175,P8-1,T7-0,0.05195937960496266,0.13324948609814755,0.0565506424053895,0.031948386201835724
176,P8-1,P7-0,0.03382022489588196,0.17930748232822724,0.07020634277935267,0.06369176637998733
177,P8-1,C4-0,0.0318417022970801,0.09282579150917712,0.05043091660382152,0.04014677374247122
178,P8-1,T8-0,0.12530546731066672,0.0507018544490224,0.03816442808545132,0.08563086585420218
179,P8-1,P8-0,0.03462277051810625,0.03277079594584066,0.05135165273933514,0.09926094636236353
180,C3-1,C3-0,0.0900016955644572,0.1421119757339826,0.1426974216648963,0.07837931939878875
181,C3-1,T7-0,0.07984408519519844,0.2555417242661532,0.19313057098635125,0.15232480198124498
182,C3-1,P7-0,0.13387688176300006,0.16111133118970095,0.0878576984089984,0.10615805332662047
183,C3-1,C4-0,0.15741420567527428,0.08686788335322437,0.1770234245107704,0.05823119161699726
184,C3-1,T8-0,0.11299508249236075,0.029574939316420926,0.3120366834836959,0.17042410327173668
185,C3-1,P8-0,0.12994339416019485,0.15915690831209225,0.3409180528789265,0.2278398614831289
186,T7-1,C3-0,0.21838076429558584,0.05096619975700817,0.12915088035256114,0.07951445552667982
187,T7-1,T7-0,0.059670091374294576,0.1535694598707958,0.17674848253768372,0.07711479970224913
188,T7-1,P7-0,0.14213623216483787,0.08410933430754028,0.13159156287439913,0.13716442709587945
189,T7-1,C4-0,0.20183173527287185,0.02782453446373617,0.136446618611008,0.05478873285856988
190,T7-1,T8-0,0.06328618706582761,0.05794590952487439,0.3061871207788208,0.15582959261951002
191,T7-1,P8-0,0.1215357144913491,0.043737419894631126,0.27381238395784,0.12859734429372613
192,P7-1,C3-0,0.08149890224254584,0.1426174644309922,0.12362235546168185,0.09455182428563848
193,P7-1,T7-0,0.02751290424075196,0.20847793805893505,0.1836546045690488,0.10719498672434892
194,P7-1,P7-0,0.0916668952356028,0.08550961122830006,0.11847657089017352,0.21217368573775386
195,P7-1,C4-0,0.09897066168932356,0.1226267697623024,0.11765240174031096,0.15595348607493587
196,P7-1,T8-0,0.046461963135320916,0.08367727940038887,0.18445279647572407,0.11449757350907268
197,P7-1,P8-0,0.10616648585407276,0.05232281976892938,0.1976793986190762,0.1122155550126682
198,C4-1,C3-0,0.16492980245603625,0.1482285727709039,0.11714887514664075,0.06299928932300652
199,C4-1,T7-0,0.1427367077839307,0.058584586312283075,0.04707275924047467,0.08378166599727399
200,C4-1,P7-0,0.07541530082358293,0.11681922592198148,0.2685786277008867,0.0828235832216191
201,C4-1,C4-0,0.051610711572788716,0.1138844759352875,0.1345626506914319,0.06854533947989107
202,C4-1,T8-0,0.05186634080366466,0.029422680303523706,0.04526431950332371,0.1095277797551078
203,C4-1,P8-0,0.11472305774866087,0.2895875578704723,0.12259894743383368,0.10334255141727924
204,T8-1,C3-0,0.09896203240512984,0.028182137995893107,0.14076692986639458,0.07704132545853518
205,T8-1,T7-0,0.052892313850922766,0.13935297271756006,0.11119808793426357,0.04088823268971496
206,T8-1,P7-0,0.11452765360351558,0.04680669343278728,0.2306962804140998,0.1116216323826241
207,T8-1,C4-0,0.08046812453950858,0.03561102378828138,0.04624574771218392,0.13970288216678056
208,T8-1,T8-0,0.07816942622763276,0.08858421888191159,0.0393354825887054,0.1199578082096824
209,T8-1,P8-0,0.03738768797490665,0.2496886845725497,0.18060305619865916,0.17991817225294734
210,P8-1,C3-0,0.11443661001171053,0.04530548546690759,0.12483949129273332,0.07839084776877221
211,P8-1,T7-0,0.04640554533549599,0.08991210093527369,0.09795844433981504,0.07784952872080816
212,P8-1,P7-0,0.09560267950160817,0.05377349264848532,0.2486132487600595,0.08072796465647722
213,P8-1,C4-0,0.09923293009454788,0.13293047648306658,0.04422328450533405,0.052587317353403
214,P8-1,T8-0,0.07876293455586114,0.17911949012050454,0.10944849819617364,0.1139889588438988
215,P8-1,P8-0,0.1358985709944225,0.16222011954700594,0.06663086973470002,0.1202516884908514
216,C3-1,C3-0,0.07906493950276937,0.03346892701926083,0.033765276180052026,0.040086328064511234
217,C3-1,T7-0,0.0586570535353604,0.02922800146856124,0.034646120352718204,0.04614043945728795
218,C3-1,P7-0,0.03891049923373305,0.04672975374901432,0.10215320814052964,0.0457825973670713
219,C3-1,C4-0,0.07622147932878143,0.058082383141514364,0.06892819193916762,0.09274765759869227
220,C3-1,T8-0,0.041672324700289726,0.08721572738699307,0.10083358242219843,0.10772082923488947
221,C3-1,P8-0,0.1398267586259099,0.02310862618315924,0.10410543619416693,0.02193943458197692
222,T7-1,C3-0,0.10142290349247927,0.06996486177918966,0.1162657396390192,0.1143709086405635
223,T7-1,T7-0,0.03873919517772486,0.06481637149851494,0.1060567771955461,0.18596331259273716
224,T7-1,P7-0,0.06344865951513644,0.05215577091457983,0.08291202412240699,0.16680670143322218
225,T7-1,C4-0,0.17166703319950527,0.12421710488233123,0.1026780279253722,0.09188423004887422
226,T7-1,T8-0,0.09797343425321113,0.016953993663583914,0.054132958152693415,0.1250782010526469
227,T7-1,P8-0,0.10473875329065647,0.04212052682438905,0.08832077540752918,0.1689211715936375
228,P7-1,C3-0,0.03124948092612712,0.07953257961973144,0.08361124036165869,0.07817198970678804
229,P7-1,T7-0,0.04670208860584568,0.07976956219427764,0.11641027236617785,0.16103372312427772
230,P7-1,P7-0,0.07845715099247785,0.08263993161376583,0.06506555099253197,0.12729855887324562
231,P7-1,C4-0,0.07601565447944643,0.050715075610689934,0.10391991230817052,0.1357941334242504
232,P7-1,T8-0,0.09067029807189976,0.07992226860610137,0.1038129839978408,0.1947158963140128
233,P7-1,P8-0,0.04120973934587022,0.04707388412363954,0.04211873336950766,0.13452973802100002
234,C4-1,C3-0,0.0608001550831889,0.114004201841895,0.08502908330099812,0.13173364771564267
235,C4-1,T7-0,0.03886766688166896,0.06192203503871064,0.04885232168762449,0.13452657587019962
236,C4-1,P7-0,0.04781713144059927,0.0709410398136748,0.039021535611340655,0.12017383639844198
237,C4-1,C4-0,0.12304404910168193,0.18546853298390464,0.07258426881368707,0.06699389700074622
238,C4-1,T8-0,0.07459107938750759,0.043165714528051,0.19520210902144106,0.04989212437424361
239,C4-1,P8-0,0.08523486193399657,0.07964823922431133,0.1159435595877122,0.08688028599181513
240,T8-1,C3-0,0.19243616074776085,0.06964983697210828,0.03205032232462875,0.2167589036604792
241,T8-1,T7-0,0.12822882651399448,0.07445455878596009,0.05198721913655925,0.1044200188968207
242,T8-1,P7-0,0.11150293760450057,0.05720619152525104,0.08356668405479585,0.08435938349390854
243,T8-1,C4-0,0.16665361120369607,0.08621369184829007,0.13120567126665034,0.0729093386254965
244,T8-1,T8-0,0.029605747554177886,0.08748724087392706,0.03933410198522761,0.08780715572118733
245,T8-1,P8-0,0.0465213651358186,0.11329379071949855,0.11398379539132054,0.11783394397561472
246,P8-1,C3-0,0.15961373270148047,0.047134795768218746,0.03970845896373204,0.07091032823963411
247,P8-1,T7-0,0.049797938736813686,0.06764948883945482,0.05067106440269885,0.06307771205974881
248,P8-1,P7-0,0.02516863870233532,0.018011842486167842,0.07742855222386205,0.047288978961243684
249,P8-1,C4-0,0.08161984115212235,0.10059170583283694,0.06848860983481195,0.12469064470704312
250,P8-1,T8-0,0.06453719785453771,0.06333663856739262,0.13459401517576972,0.021091969042793632
251,P8-1,P8-0,0.1261444973881942,0.06980455186116072,0.11732995811046175,0.0911460047756074
252,C3-1,C3-0,0.10816342363031106,0.02955266518523737,0.06615815476124312,0.11445023804561898
253,C3-1,T7-0,0.07917353638973873,0.06701697275070907,0.07998551551307664,0.17559103282339913
254,C3-1,P7-0,0.10446405337260628,0.14804580721958244,0.06821059991105796,0.2656890340684481
255,C3-1,C4-0,0.07181094382539077,0.05956464966843963,0.10181284350979784,0.07975019917623627
256,C3-1,T8-0,0.07709041578709151,0.0691315338813496,0.10068674979611347,0.12233316566625375
257,C3-1,P8-0,0.10585509070487233,0.07036907117281335,0.07123653607781813,0.12194811917243685
258,T7-1,C3-0,0.16508869572685894,0.118082147214299,0.05281378734114656,0.10927990717551804
259,T7-1,T7-0,0.06786982901718845,0.1147040215616384,0.18062561730776933,0.10462074968922692
260,T7-1,P7-0,0.060375638693922276,0.07433911316493758,0.023483997005310786,0.11958728149642335
261,T7-1,C4-0,0.033764886056792315,0.05292623060231018,0.039626603424114025,0.08698157441541478
262,T7-1,T8-0,0.05866027453002935,0.15021503283071025,0.036247771022118735,0.05811607642268182
263,T7-1,P8-0,0.11191219397047436,0.023130714993590252,0.08489240556108545,0.04591523103875424
264,P7-1,C3-0,0.07717761450334967,0.06362051139267906,0.022070800501702917,0.11601175759457412
265,P7-1,T7-0,0.05645651966580381,0.08470353367837131,0.1065343487311401,0.05387866106521208
266,P7-1,P7-0,0.12343314185818223,0.12934808919093824,0.02976930635169363,0.18453171129499946
267,P7-1,C4-0,0.08247476004673847,0.11015567143251828,0.03256873673159929,0.12214176837698187
268,P7-1,T8-0,0.14983185757824696,0.18386933056459515,0.08111380536093947,0.08341581046357102
269,P7-1,P8-0,0.19659706880158045,0.021380674028470496,0.08136428822281191,0.11115218784137566
270,C4-1,C3-0,0.1227636940468762,0.052877267015550775,0.03641585380537241,0.1401476431461109
271,C4-1,T7-0,0.08777296941163998,0.115093144052163,0.11251429701403244,0.06946709510337742
272,C4-1,P7-0,0.06829902652801732,0.027467019700938882,0.07011762474564558,0.11928629642651155
273,C4-1,C4-0,0.07959918533094237,0.2344240225213409,0.15468675477851382,0.10795482176321393
274,C4-1,T8-0,0.11247333223268424,0.2878110799181156,0.2538860040655979,0.10590796347454996
275,C4-1,P8-0,0.16814778005271205,0.1059316915060646,0.11853780211574826,0.19187718069248133
276,T8-1,C3-0,0.08837633181732718,0.05270301680408036,0.06254131950553919,0.09421814217131837
277,T8-1,T7-0,0.07216034856386529,0.04443567645238143,0.16301105552286993,0.13736939010332608
278,T8-1,P7-0,0.07884865859492157,0.16032485789989315,0.04745251092420806,0.054872800625294316
279,T8-1,C4-0,0.0271303138243752,0.06863145394446338,0.07656327283702602,0.09080544041506317
280,T8-1,T8-0,0.09010219061381802,0.1213952754683845,0.09179323388788943,0.06385886194928114
281,T8-1,P8-0,0.1397629419338117,0.04631619562671685,0.0810725197076635,0.10587628478235676
282,P8-1,C3-0,0.10346393537958484,0.0926322258172387,0.09969590182483534,0.1579469731814415
283,P8-1,T7-0,0.13556018048309354,0.08424968529598817,0.05635373570012388,0.06863731352015856
284,P8-1,P7-0,0.12269944526240595,0.19971835591363532,0.06890164987505253,0.11442176019598688
285,P8-1,C4-0,0.06664005759892462,0.12380058278111357,0.05099906650473802,0.0968394895303212
286,P8-1,T8-0,0.1958128793047,0.19552632120328026,0.11584075705292443,0.2155028572249789
287,P8-1,P8-0,0.2280946225094633,0.053001075231305664,0.055881762355642836,0.11648974663206148
288,C3-1,C3-0,0.28738177184360103,0.1043082239827394,0.08408515208755814,0.11305776603772445
